enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
27539,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,14,10/49,Other,>4,2.0389467774469097
2438,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,7,Other,Other,1,0.3715308923171234
1688,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,never,-0.21206466747830188
28444,city_50,0.8959999999999999,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,-0.8456827038276207
32901,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,18,50-99,Pvt Ltd,>4,-0.9957501334893015
23573,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,Other,7,Other,Other,1,0.47157584542491054
23697,city_149,0.6890000000000001,Other,No relevent experience,no_enrollment,High School,Other,12,Other,Other,never,-0.41215457369387626
10305,city_103,0.92,Other,No relevent experience,Full time course,Graduate,STEM,6,Other,Other,1,-0.32878377943738696
531,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0.23813762150674045
22411,city_21,0.624,Other,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Public Sector,1,2.0722950951495056
23069,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,1,-0.0619972378166211
502,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,4,2.872654720011803
12763,city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,Arts,9,<10,Public Sector,3,-0.6289186387607485
16070,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,Other,19,50-99,Pvt Ltd,>4,1.6220928061644633
6005,city_21,0.624,Other,No relevent experience,Part time course,Graduate,STEM,7,5000-9999,Pvt Ltd,2,0.7216882281943785
26504,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,-0.9123793392328122
11863,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,16,1000-4999,Pvt Ltd,1,-0.5955703210581528
16066,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,1,-0.5121995268016635
28780,city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,Humanities,20,Other,Other,1,-0.812334386125025
24835,city_115,0.789,Male,Has relevent experience,Full time course,Graduate,STEM,15,Other,Other,1,0.7050140693430806
29385,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,-0.8290085449763228
4815,city_57,0.866,Male,No relevent experience,Full time course,High School,Other,4,Other,Other,never,0.9384522932612508
17534,city_160,0.92,Male,Has relevent experience,Full time course,High School,Other,3,50-99,Funded Startup,1,3.3061828501455475
18506,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,-0.7289635918685357
22205,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,2,1.5720703296105696
29600,city_21,0.624,Male,Has relevent experience,Full time course,High School,Other,9,100-500,Pvt Ltd,1,-0.6289186387607485
23083,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Other,3,0.7050140693430806
12244,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Other,Other,1,-0.2454129851808976
22614,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,0.03804771529116609
25434,city_16,0.91,Other,Has relevent experience,no_enrollment,High School,Other,19,100-500,Pvt Ltd,1,-0.812334386125025
22159,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,12,1000-4999,Pvt Ltd,1,-0.2454129851808976
33331,city_94,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,4,Other,Other,1,-0.6289186387607485
32967,city_98,0.949,Male,Has relevent experience,Full time course,Graduate,STEM,10,Other,Other,3,-0.6455927976120464
6836,city_16,0.91,Female,No relevent experience,Full time course,Masters,STEM,2,Other,Public Sector,2,-0.26208714403219546
20485,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Other,Other,>4,-0.6956152741659399
16762,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,-0.9790759746380037
25403,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,1,1.7054636004209525
8502,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Other,1,-0.9290534980841101
17231,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,-0.562222003355557
20674,city_97,0.925,Male,No relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,0.8384073401534635
19778,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,14,10/49,Pvt Ltd,>4,-0.5955703210581528
9712,city_46,0.762,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,1.6054186473131653
21151,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,2,-0.8290085449763228
1820,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,>4,1.271935470287208
12403,city_42,0.563,Female,No relevent experience,Full time course,Graduate,STEM,4,Other,Other,2,1.3719804233949953
33253,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,High School,Other,18,Other,Other,>4,-0.8957051803815144
3227,city_136,0.897,Male,No relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,2,-0.9957501334893015
26135,city_103,0.92,Male,No relevent experience,Full time course,High School,Other,3,Other,Other,1,1.0051489286664421
26948,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,-0.7789860684224292
15818,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,2,0.27148593920933617
32538,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,1,0.4048792100197191
19562,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,<10,Early Stage Startup,1,0.3048342569119319
31741,city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,2,-0.3954804148425784
27723,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,-0.7456377507198335
23588,city_9,0.743,Other,No relevent experience,no_enrollment,Graduate,STEM,2,Other,Other,never,-0.7289635918685357
13702,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,1.6054186473131653
6915,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,17,100-500,NGO,>4,-0.46217705024776984
7714,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Other,1,-0.9290534980841101
5767,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,7,Other,Other,1,1.1385421994768252
10673,city_159,0.843,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,<10,Pvt Ltd,4,-0.3621320971399827
5535,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,>4,-0.21206466747830188
16656,city_114,0.926,Male,No relevent experience,Full time course,Graduate,Business Degree,1,10/49,Funded Startup,1,0.33818257461452766
9676,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0.3215084157632298
2866,city_114,0.926,Other,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,3,-0.7289635918685357
10032,city_98,0.949,Male,No relevent experience,no_enrollment,Masters,Business Degree,16,10000+,Pvt Ltd,>4,-0.7122894330172378
3599,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Other,Public Sector,3,0.23813762150674045
6436,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Other,never,2.105643412852101
15983,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,0.10474435069635754
31713,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Other,Other,1,-1.062446768894493
5168,city_10,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,1,-0.8623568626789186
7436,city_103,0.92,Male,No relevent experience,no_enrollment,High School,Other,<1,50-99,Pvt Ltd,1,-0.14536803207311041
15572,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,never,-0.7289635918685357
13597,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,0.6883399104917828
4133,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,<10,Pvt Ltd,never,1.3052837879898038
27850,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,-0.5288736856529613
14847,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,Other,Other,never,-0.5288736856529613
29004,city_61,0.913,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,0.4048792100197191
16549,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Other,Other,2,-0.31210962058608904
24696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,2.7059131314988245
28508,city_21,0.624,Other,No relevent experience,Full time course,High School,Other,3,Other,Other,never,1.3219579468411016
32954,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,-0.7623119095711314
26620,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Other,Other,2,-0.6289186387607485
3922,city_160,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,19,Other,Other,1,-0.9957501334893015
3093,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,Other,Other,>4,1.5220478530566761
26557,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,>4,1.5220478530566761
17840,city_65,0.802,Male,Has relevent experience,Full time course,High School,Other,7,50-99,Pvt Ltd,1,-0.812334386125025
32045,city_21,0.624,Other,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,4,-0.812334386125025
8521,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,Other,Other,1,-0.32878377943738696
12595,city_23,0.899,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,never,-0.445502891396472
7607,city_101,0.5579999999999999,Male,Has relevent experience,Part time course,High School,Other,6,10/49,Pvt Ltd,1,-0.26208714403219546
3729,city_103,0.92,Male,Has relevent experience,Full time course,High School,Other,5,1000-4999,Pvt Ltd,1,-0.5288736856529613
9392,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,>4,0.38820505116842124
16740,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,2,-0.5455478445042592
22872,city_114,0.926,Other,No relevent experience,no_enrollment,High School,Other,3,50-99,Pvt Ltd,1,-0.16204219092440827
3688,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,never,0.2214634626554426
8557,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Other,Pvt Ltd,>4,0.20478930380414473
8128,city_11,0.55,Male,Has relevent experience,no_enrollment,High School,Other,6,Other,Other,never,-0.41215457369387626
32554,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,10/49,Public Sector,1,4.506722287438994
19089,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,-0.812334386125025
5269,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Funded Startup,4,-0.26208714403219546
20530,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,never,0.004699397588570357
15919,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,0.7383623870456764
15114,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,-0.7456377507198335
23676,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,Other,Other,>4,-0.445502891396472
2202,city_24,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,>4,-0.6122444799094506
30450,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,2,-0.16204219092440827
31810,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,500-999,Pvt Ltd,1,0.2214634626554426
32443,city_149,0.6890000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,-0.07867139666791896
26529,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,NGO,1,0.4048792100197191
25026,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,-0.21206466747830188
5707,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,2,-0.21206466747830188
5382,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,-0.3454579382886848
10178,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,1,0.3048342569119319
24448,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,>4,-0.16204219092440827
5747,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,0.2214634626554426
24692,city_142,0.727,Male,Has relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1,-0.2954354617347912
1889,city_76,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,3,-0.2954354617347912
8683,city_114,0.926,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,-0.0619972378166211
264,city_67,0.855,Other,No relevent experience,no_enrollment,High School,Other,8,Other,Other,1,0.23813762150674045
28967,city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,5,Other,Other,1,0.4382275277223148
315,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,16,10000+,NGO,1,3.506272756361122
5148,city_19,0.682,Other,Has relevent experience,no_enrollment,Graduate,STEM,20,Other,Other,1,-0.6122444799094506
13770,city_145,0.555,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,-0.6789411153146421
7303,city_67,0.855,Male,No relevent experience,Full time course,High School,Other,4,Other,Other,1,-0.445502891396472
1477,city_162,0.767,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,-0.5288736856529613
22627,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,Other,1,10/49,Pvt Ltd,1,1.2385871525846124
19353,city_73,0.754,Other,Has relevent experience,Full time course,Graduate,STEM,Other,Other,Other,1,-0.8957051803815144
299,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Public Sector,>4,-0.562222003355557
22810,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,-0.6289186387607485
19442,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Other,Other,4,-0.5288736856529613
14246,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,-0.8790310215302165
3002,city_102,0.804,Other,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,-0.31210962058608904
30290,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Other,Other,2,0.6049691162352935
21562,city_28,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,15,50-99,Funded Startup,2,-0.4288287325451741
18231,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,0.20478930380414473
13932,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,1,0.6716657516404849
16382,city_21,0.624,Male,No relevent experience,Full time course,Masters,STEM,<1,10000+,Pvt Ltd,2,-0.2454129851808976
10496,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Other,Other,1,-0.6455927976120464
7435,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,>4,-0.19539050862700402
11794,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Other,Other,2,-0.6789411153146421
22285,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,-0.9123793392328122
26934,city_114,0.926,Other,Has relevent experience,Part time course,Graduate,STEM,9,<10,Funded Startup,1,0.02137355643986822
10459,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,never,-0.4288287325451741
10929,city_114,0.926,Other,No relevent experience,no_enrollment,High School,Other,9,50-99,Pvt Ltd,1,-0.4788512090990677
10659,city_65,0.802,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,1,1.5053736942053781
32548,city_30,0.698,Male,Has relevent experience,Full time course,High School,Other,9,50-99,Pvt Ltd,1,0.6716657516404849
4239,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,Other,5,Other,Pvt Ltd,never,-0.7289635918685357
16496,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,Other,Other,1,0.6883399104917828
24083,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,-0.26208714403219546
13076,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,4,1.3386321056923995
26145,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Other,Other,2,-0.7956602272737271
12842,city_114,0.926,Male,No relevent experience,no_enrollment,High School,Other,7,Other,Other,never,-0.12869387322181255
13636,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,Early Stage Startup,1,-0.8290085449763228
7379,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,4,-0.7956602272737271
9722,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Other,Other,2,-0.17871634977570616
26540,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,-0.21206466747830188
4117,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,>4,1.0718455640716338
32711,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,-0.9123793392328122
29391,city_21,0.624,Male,No relevent experience,no_enrollment,High School,Other,1,Other,Other,never,-0.6289186387607485
16144,city_104,0.924,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,1,0.47157584542491054
24029,city_21,0.624,Other,Has relevent experience,Full time course,Masters,STEM,6,100-500,Other,never,0.8050590224508678
13938,city_21,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,6,10000+,Pvt Ltd,1,-0.7122894330172378
27218,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,1.6721152827183567
1309,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,>4,-0.5955703210581528
25912,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,-0.14536803207311041
18482,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,-0.22873882632959974
25625,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Other,Other,2,-0.19539050862700402
12066,city_128,0.527,Other,Has relevent experience,no_enrollment,High School,Other,4,100-500,Pvt Ltd,2,-0.46217705024776984
1004,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,4,-0.9290534980841101
25779,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,17,Other,Public Sector,4,-0.7623119095711314
20355,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,0.6716657516404849
2795,city_23,0.899,Other,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Early Stage Startup,>4,-0.6622669564633442
32485,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,18,Other,Other,1,-0.8957051803815144
16185,city_116,0.743,Male,Has relevent experience,no_enrollment,High School,Other,16,50-99,Pvt Ltd,2,1.5053736942053781
211,city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Other,Pvt Ltd,1,-1.0290984511918972
24406,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,6,Other,Other,1,-0.6289186387607485
30257,city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,0.6883399104917828
23205,city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,1,-0.12869387322181255
19392,city_158,0.7659999999999999,Other,No relevent experience,Part time course,Graduate,STEM,4,10/49,Pvt Ltd,1,-0.945727656935408
7150,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,Other,Other,never,-0.812334386125025
18987,city_21,0.624,Other,No relevent experience,Full time course,High School,Other,1,Other,Other,never,0.6383174339378892
21048,city_90,0.698,Other,No relevent experience,no_enrollment,Primary School,Other,<1,Other,Other,1,2.2056883659598885
27094,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,1,-1.0290984511918972
30761,city_21,0.624,Other,Has relevent experience,Full time course,Masters,Other,4,10000+,Pvt Ltd,1,0.4382275277223148
3104,city_94,0.698,Male,No relevent experience,Full time course,High School,Other,<1,Other,Pvt Ltd,never,-0.7956602272737271
22396,city_11,0.55,Male,Has relevent experience,Part time course,Masters,STEM,7,10000+,Pvt Ltd,1,-0.16204219092440827
14990,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,-0.16204219092440827
28023,city_134,0.698,Male,No relevent experience,no_enrollment,Masters,STEM,12,500-999,NGO,1,1.5220478530566761
17040,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,-1.045772610043195
1987,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,1,-0.7289635918685357
31941,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,-0.7956602272737271
31327,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Other,Other,1,1.0718455640716338
12013,city_100,0.887,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,Public Sector,>4,0.07139603299376181
17330,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Other,Other,1,-0.7789860684224292
15498,city_97,0.925,Male,No relevent experience,Full time course,High School,Other,1,50-99,Public Sector,1,0.28816009806063403
29365,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,2.9393513554169943
5334,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,>4,0.6216432750865913
11720,city_28,0.939,Male,No relevent experience,no_enrollment,Masters,STEM,19,5000-9999,Pvt Ltd,>4,-0.7289635918685357
2514,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,3,-0.445502891396472
5796,city_91,0.691,Other,Has relevent experience,no_enrollment,Graduate,STEM,<1,Other,Other,1,-0.22873882632959974
25215,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Other,2,-0.12869387322181255
3869,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,Other,4,100-500,Pvt Ltd,2,0.7550365458969742
18001,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Other,1,-0.46217705024776984
6618,city_21,0.624,Other,Has relevent experience,Part time course,Graduate,STEM,7,10000+,Pvt Ltd,4,-0.5288736856529613
26048,city_103,0.92,Male,No relevent experience,Full time course,High School,Other,6,Other,Other,1,0.1214185095476554
26584,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Other,Other,2,0.9884747698151444
8139,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,4,1.4386770588001867
14851,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,2,0.6883399104917828
28922,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Other,9,100-500,Pvt Ltd,4,-0.9790759746380037
25901,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,-0.37880625599128054
22475,city_138,0.836,Male,Has relevent experience,no_enrollment,Primary School,Other,11,Other,Other,2,-0.8790310215302165
19233,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,-0.16204219092440827
1015,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,-0.19539050862700402
8838,city_78,0.579,Other,No relevent experience,no_enrollment,High School,Other,2,Other,Other,1,-0.7623119095711314
7249,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Funded Startup,3,-0.6122444799094506
17784,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,2.3057333190676754
16882,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,>4,-0.5788961622068549
20202,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,0.10474435069635754
6189,city_36,0.893,Other,No relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,0.7383623870456764
25245,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,-0.9957501334893015
9080,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,Other,Other,1,-0.011974761262727509
241,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,4,2.1723400482572925
12805,city_152,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,Pvt Ltd,2,-0.6789411153146421
21837,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,>4,-0.445502891396472
23156,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,Other,10000+,Pvt Ltd,1,0.28816009806063403
1486,city_103,0.92,Male,No relevent experience,Full time course,High School,Other,6,Other,Pvt Ltd,never,-0.2954354617347912
